name,date,content,share,retweet,like,,,,,,
 Nervana_1,2020年12月21日,"Salut Monsieur Président
 
 EmmanuelMacron
: 
Please stop punishing the British public ahead of Christmas.
We all want to stop #COVID spread, but depriving us from fresh food and vaccine is not answer
Add more safety measures, and PLEASE open the border with Dover
Merci
joyeux Noel",2,2,5,,,,,,
 maddysavage,2020年12月21日,"In some of the expats in Europe/Sweden social media groups I'm in, Brits are sharing heartbreaking stories about families who planned a last-minute move before #Brexit (gave up rentals/sold homes) & now can't travel before December 31 exit due to #Covid restrictions #uktravelban",4,6,10,,,,,,
 calmecam,2020年12月21日,"NOT SO FUN FACTS:

- Over 1.1M Americans have contracted #COVID over the past 5 days.

- Since June, 8M American citizens have fallen into poverty.",2,6,11,,,,,,
 alphabetiya,2020年12月21日,"Who says the pandemic is not over? Just went for a short drive and saw the Panipuri stall in full swing. Just so you remember, the man makes a hole in each poori with his thumb, then dips into the pani and serves you. You think he sanitises before each dip? #COVID",2,3,5,,,,,,
 shellsbells_XD,2020年12月21日,"After the longest 3 days of all friggin time, FINALLY got my test results..... no #COVID detected, and I'm able to go home to my family for Christmas  BRB, currently bawling with relief  #Covid_19 #COVIDrelief #testresults #christmasisnotcancelled #Christmas",,,9,,,,,,
 DearbhailDibs,2020年12月21日,"‘Don’t stockpile or panic buy,” say experts on 
 RTERadio1
 with Claire Byrne  #supplychains #ferries #freight #Covid #Brexit 2020 kids, what a year...",2,2,7,,,,,,
 elerianm,2020年12月21日,"By altering the health risk assessment of both governments and individuals,the new #Covid virus strain will impose even more pressure on economic and social interactions--even though the mutation is, at least as of now, not thought to undermine treatment and immunity formation...",8,16,93,,,,,,
 petertimmins3,2020年12月21日,"With the new #Covid strain being so 'new' how can they have calculated that it is 70% more infectious than the original, rather than the increased transmission rate simply being because of the public relaxing their behaviour?",18,14,42,,,,,,
 scotcars,2020年12月21日,"Am I the only person who's mystified as to why the UK appears to be the only country in Europe which now has this ""more aggressive mutant' B.1.1.7 version of coronavirus? Or is this more scaremongering-gone-wrong by 
 BorisJohnson
? #Covid_19 #COVID #JustAsking",1,,6,,,,,,
 BernieSpofforth,2020年12月21日,"Sometimes it's hits me and I stare at my screen and think wtf happened this year? 

Maybe this is what shock is like.
#COVID",25,16,260,,,,,,
 Janiete,2020年12月21日,"Could it be possible the Govt exaggerated concerns about the new #Covid strain as cover for inevitable 
u-turn over Christmas rules? Wldn't be the first time they've shot us in the foot to protect Boris.",4,,4,,,,,,
 LizForbat,2020年12月21日,"With the border now shut with France, i'm assuming there's no more vaccine coming to the UK from the labs in Belgium? So the 350,000/week so far will come to a grinding halt.  #Brexit #COVID #borders #slowhandclap",5,3,5,,,,,,
 gurdeepsappal,2020年12月21日,"First Pranab Mukherjee, then Ahmed Patel and now 
 MotilalVora
 ji , the team departs to rejoin somewhere else.

Vora ji, all of you please try to convince the heavens that it’s enough. So many have lost the loved ones. Earth has now experienced the wrath, अब तो बस कर दो #covid",4,8,75,,,,,,
 jimmymacRTE,2020年12月21日,"Best of luck to my 95-year-old grandmother who had the #Covid jab this morning in Manchester. Hopefully, it's the first step on the road back to some kind of normality for her and so many others in high risk groups",9,6,291,,,,,,
 John_Arab,2020年12月21日,"Why are the UK not suggesting opening up other supply routes into Europe, that avoid the high infections areas of SE England. Plenty of ports in North England and the Scottish East coast could be used, or quickly set-up? #COVID #Brexit",1,2,6,,,,,,
 JajaPhD,2020年12月21日,"If there are new strains of Covid, which strain does the vaccine target and how effective is it against these new strains? #COVID",3,20,36,,,,,,
 drdavidbull,2020年12月21日,I’m so depressed with everything going on that I’m going to clean the house . A job I loathe . #COVID,31,14,245,,,,,,
 Lynda_Lib_Dem,2020年12月21日,"It’s #wintersolstice - the darkest day of the year. Normally it’s a sign that the creeping, soul-destroying darkness has turned and the days will soon get brighter. This year not so much - I can’t see #Brexit or #Covid getting better any time soon with this bunch in charge ",2,2,4,,,,,,
 EndemicPrepared,2020年12月21日,Physical assessment of #fingernails may give clues to previous #Covid infection. Presence of #Beaus lines & absence of nail bed #lunulae or moons. If I don’t make it out of this shitshow this my #legacy #LongCovid,2,4,8,,,,,,
 nigelshortchess,2020年12月21日,"The President of the Chess Federation of #Pakistan, Senator Kalsoom Parveen, has succumbed to #Covid.",4,2,25,,,,,,
 IrexitFreedom,2020年12月21日,"After spending 10 months dismissing the idea of travel restrictions as unworkable and ineffective, they've suddenly become popular in Irish establishment thinking.#Covid",4,19,78,,,,,,
 carbonsaveruk,2020年12月21日,"These people who think that #covid is a scam so that we can ""be controlled"" by ""mainstream media"" , seem to have failed to realise we already are & have been for decades. 
#CovidisnotFlu",2,3,35,,,,,,
 joshharsant,2020年12月21日,"At what point can the government be deemed criminally negligent in its handling of #Covid and #Brexit? 

They have failed in their duty of care for us, their citizens, and in assuring and prioritising above all else our rights to life and health. 

#BorisFailedBritain",,5,12,,,,,,
 PoulomiMSaha,2020年12月21日,"Big breaking!!

India suspends flights originating from UK to India till 31st December, starting 22nd Dec, 2359 hours 

Anyone arriving on transit flights via UK before 22nd Dec, 2359 hours will be subject to mandatory RTPCR test on arrival at Indian airports 

#COVID",28,167,1268,,,,,,
 ben_geisler,2020年12月21日,"Yesterday was the first day with more than 5,000 #COVID patients in #german ICUs. 20-30% of them will die. That's 1,000 to 1,500 lives.

Please don't see your family unless u quarantine for 5 days - better 7-14 days plus a test
#Covid19de #Deutschland #Germany 
 Karl_Lauterbach",1,3,1,,,,,,
 JayaHoIndia,2020年12月21日,Indian markets crash because of new strain of #Covid virus in UK ?,7,8,34,,,,,,
 DocKamran,2020年12月21日,"Been helping people with #covid #anxiety. Few tips...

Don’t beat yourself up about feeling anxious, it only adds to the problem

Don’t fear the prospect of needing medication. It might make all the difference.

Things won’t fall apart if you need time out. Family/work will cope.",1,9,18,,,,,,
 UKMPtweets,2020年12月21日,"The hashtags most used by MPs in the last 24 hours were: #RightToFood, #COVID and #TractorsLitUp",1,11,22,,,,,,
 John_Cooper_QC,2020年12月21日,Shortest Day: Less opportunity for the Government to make an arse of itself. #covid #boris #shortestday,3,4,36,,,,,,
 MimiJ9,2020年12月21日,"What’s the betting that instead of acting like a responsible government, you know, diplomacy etc. This government starts the bullshit nationalist rhetoric.

We’ll probably be a war with France by teatime.

#BordersClosed #Covid",4,2,18,,,,,,
 AshishSinghLIVE,2020年12月21日,"Flights to and fro from UK shud be suspended immediately considering New #Covid Mutant, India shud ask PM 
 BorisJohnson
 to postpone his India visit for 26th Jan, if the New Mutant hits India- Former Maharashtra CM 
 prithvrj
 to 
 ABPNews",4,16,120,,,,,,
 DaneCook,2020年12月21日,If there’s a “new variant” of this #Covid virus in France & we are so fucking late to the game fixing our own country which is only just now getting set up - are we gonna stop travel from entering into the country for a few minutes while we check out what’s up? #askingforafriend,19,20,165,,,,,,
 pietercleppe,2020年12月21日,"Some cause for optimism:

- #brexit talks are only a few 100rds of millions in fish value away from a deal
- German virologist 
 c_drosten
 is relaxed about new #Covid_19 strain
- Tricky #Covid waves ahead but by  May 1st it'll be over again. By Oct, weakest 15% will be vaccinated",7,14,24,,,,,,
 Harrynorrie,2020年12月21日,"#FTSE getting a hammering like predicted, #Covid testing stocks on the rise even #GDR, #NCYT looking strong after a good RNS, i know where my money is safe, going to be an unhappy  for some.",1,1,12,,,,,,
 outofofficedaku,2020年12月21日,"Belgium
Italy
Israel
Germany 
Netherland
France 

ban flights from United Kingdom over new #Covid strain 

UK goes under Tier 4 Lockdown

#DakuCovidUpdates",1,10,34,,,,,,
 bongzmessi,2020年12月21日,I hear Corona now has a cousin it's said she is also troublesome  #secondwave #covid,1,4,14,,,,,,
 CommonSenseTory,2020年12月21日,"#Covid is mutating. Our leaders are salivating at the prospects of locking us down for 2-3 years, while they run rampant, with whatever agendas they want to pursue.

#ProveMeWrong #Agenda2030 #NWO",38,138,389,,,,,,
 queen_ice8371,2020年12月21日,"Other countries are banning flights from the UK due to the new #Covid strain. But 
 ScottMorrisonMP
 says #Australia won’t. But was quick to stop flights from #China back in Feb?! NSW has to take in 3000 arrivals a week! Remember the US strain quarantine leak? 
 GladysB
 #Auspol",7,13,29,,,,,,
 skydavidblevins,2020年12月21日,Northern Ireland’s devolved government has reduced Christmas bubbling to one day. Ministers also discussed restricting travel and will consider this further when they meet again later today. #COVID,5,12,41,,,,,,
 income_movement,2020年12月21日,"To truly build back better, we need recurring direct stimulus payments until the economy recovers. The one-time $600 check in the latest #COVID deal will offer relief, but it’s not enough. 

#MoneyForThePeople",2,16,30,,,,,,
 GM8LFB,2020年12月21日,I'm awake why is'nt COBRA ! #Covid #Brexit,3,3,4,,,,,,
 GlobalEcho_,2020年12月21日,"We don’t have the time or money to fuck around with budgeting $600. Many did that with $1,200 for 9 months. #COVID isn’t our fault. We just need help from the people who are supposed to work in our interest.
You’re all out of touch. #YouWorkForUS!!!  

#600IsNotEnough ",2,5,12,,,,,,
 jennawadsworth,2020年12月21日,"Both my rent & healthcare premium increase in 2021. I drive a maintained old car, but anything can happen. Add power, WiFi, heat, fuel, food,  insurance, edu loans, cell, meds...the basics. Applying for jobs during #COVID &sucks, esp. when Congress couldn’t do theirs. $600?!",6,6,47,,,,,,
 VincentRK,2020年12月21日,Why is there a delay in approving the Oxford vaccine in the UK and India? Nothing could be more urgent. #COVID,8,9,74,,,,,,
 uk_rants,2020年12月21日,"The EU are exploiting the news in UK over #COVID, to close borders & heap pressure on pre-#Brexit.
Like the low-down dirty corrupt dogs they are.
2016-dwellers are all over it like a rash, which confirms it.
An irrelevant piece of self-harm.",8,23,129,,,,,,
 DRouselle,2020年12月21日,"40% of US Republicans say they won’t take the #Covid vaccine. Um, could...could we have theirs? (signed) Canadian HCWs still waiting...",1,4,29,,,,,,
 peggyarcher,2020年12月21日,"In the last hour, I have heard at least 10 ambulances. #LosAngeles #covid",4,1,5,,,,,,
 redsonya241,2020年12月21日,"Wide awake with “flu” symptoms.  Already had a COVID test yday morn - still waiting results.  I have runny nose and watery eyes which indicate it’s not #COVID but even if it’s not, I feel horrendous.  Not wrapped kids presents yet.  Still got 2 full days to work.  ",43,12,77,,,,,,
